,位置,名称,建筑面积(平方米),总价（元）,户型,朝向,楼层,每平米售价（元）,装修情况
889,番禺,洛涛居北区 少有户型放卖 1楼带花园40方 望小区花园,59,2600000,2室1厅,西,低层/6层,44068,普通
890,番禺,君华御府 毛坯中高楼层 格局方正,75,3100000,2室2厅,南,高层/33层,41333,毛坯
891,番禺,奥园广场  精致装修 1室1厅,60,1100000,1室1厅,北,高层/23层,18333,精
892,海珠,富力顺意花园 南北对流 大两房保养新净  燕岗地铁尚盖,75,3300000,2室1厅,西,低层/23层,44000,普通
893,番禺,东晟明珠花园 东晟明珠花园是一处位于东兴路市桥好又多旁的楼盘。,133.67,5620000,3室2厅,南,高层/22层,42044,豪华
894,黄埔,怡港花园 2房2厅 82平 精装装修 东,82,2550000,2室2厅,东,低层/9层,31098,精
895,黄埔,金碧世纪花园 四期楼龄新2房2厅1卫安静望花园泳池,65.2,2600000,2室2厅,南,低层/32层,39877,精
896,番禺,丽景华苑  90方靓装两房 采光佳 视野开阔 随时可看,90,1990000,2室2厅,东南,中层/6层,22111,普通
897,天河,中海康城 中等楼层舒适两房业主诚心想卖价钱好谈,76.12,3100000,2室2厅,北,低层/21层,40725,精
898,番禺,番禺奥园文化长廊 采光佳 视野开阔 小区中间位 装修保养好,79,2350000,2室2厅,南,高层/4层,29747,精
899,番禺,白沙路 在地铁学校旁边180.00 万元  93.5m² ,93.5,1800000,3室2厅,南,高层/7层,19251,普通
900,海珠,保利花园 南北对流  户型方正实用   采光通风 ,89,4200000,3室2厅,西北,低层/6层,47191,精
901,番禺,雅居乐君域公馆 3年楼龄电梯高层性价比高舒适透气繁华,41,1400000,1室1厅,东南,高层/31层,34146,精
902,番禺,万科金色城品 以绿化为主题的“品院园林组团”，15道景观贯穿其中,62,4000000,3室2厅,西北,低层/8层,64516,毛坯
903,番禺,裕林苑  市桥地铁 裕林苑 省一级 大三房 ,97.5,2290000,3室2厅,南,高层/7层,23487,普通
904,番禺,华景新城 电梯大三房带主套入读市桥实验小学,124.6,3380000,3室2厅,北,低层/12层,27127,普通
905,天河,富力公园28 两房两厅一卫 豪华装修,102,6000000,2室2厅,北,高层/48层,58824,豪华
906,番禺,奥园广场 采光佳 视野开阔  非常急售 本周必盘,56,1150000,1室1厅,南,中层/23层,20536,精
907,海珠,海富花园 精装2房，格局方正，采光好,75,3950000,2室2厅,西北,低层/24层,52667,普通
908,番禺,香缤豪庭博学公馆 四房 许给您一个幸福的家 采光通透 可公积金,86,3380000,4室2厅,南,高层/24层,39302,豪华
909,天河,中海璟晖华庭 豪装两房保养好 钥匙在手 看房方便 寻找有缘人,88,12000000,2室2厅,北,低层/32层,136364,普通
910,海珠,翠城花园 2室2厅1厨1卫 低价急售,84,3750000,2室2厅,北,中层/21层,44643,普通
911,天河,加拿大花园 温馨舒适 方正户型 采光好 业主好说话,53,2400000,1室1厅,西南,高层/23层,45283,普通
912,番禺,大西路 3房1厅 94.6平 普通装修 南,94.6,1500000,3室1厅,南,高层/6层,15856,普通
913,番禺,东湖洲花园 豪装靓五房 望园区全景 南北对流 ,179,6680000,4室2厅,西北,高层/22层,37318,精
914,海珠,动感华庭 2室2厅1厨1卫,73,2800000,2室2厅,东北,低层/21层,38356,普通
915,天河,中海康城 中海康城豪华装修大面积三房 小区位置 安静舒适,197,9500000,4室2厅,南,高层/18层,48223,精
916,天河,马赛国际公寓 精装大一房 通风采光好 信价高 近地,47,2500000,1室1厅,东,高层/33层,53191,普通
917,番禺,广华苑 业主放卖，160万,56,1650000,2室1厅,南,中层/6层,29464,普通
918,番禺,花样年华 精装两房两厅，看上速联,196,6900000,4室2厅,东南,高层/17层,35204,精
919,海珠,动感华庭 精装3房 楼层适中 地理位置好 看房方便,96,4300000,3室2厅,北,高层/18层,44792,普通
920,番禺,侨基花园 地铁电梯房三房 户型方正 诚心出售,84,1880000,3室2厅,西南,高层/33层,22381,精
921,番禺,昊龙花园南区 电梯东南向，毛坯四房带主套，少有放盘,137,4280000,4室2厅,东南,低层/9层,31241,毛坯
922,黄埔,金碧世纪花园 经典的三房 视线开阔 全明户型 温馨舒,91,3550000,3室1厅,北,高层/32层,39011,精
923,天河,加拿大花园 东向二房厅出阳台户型方正中间楼层,78,3300000,2室2厅,东,高层/23层,42308,普通
924,天河,中海康城 业主亲自委托店内有钥匙随时看房价格可议,91,3800000,3室2厅,北,中层/12层,41758,普通
925,番禺,华侨城 步梯中楼层  温馨两房    精致装修  保养好,60.7,1530000,2室1厅,南,低层/8层,25206,精
926,天河,华景新城5期 丽景园 采光通风好 东南向 方正三房,97.46,4800000,3室2厅,东,高层/9层,49251,精
927,番禺,雅居乐花园 浅山小筑   精装两房  证满五年 ,96,3500000,2室2厅,西,高层/11层,36458,精
928,黄埔,黄埔花园 精装三房  怡园校区  望园林  采光好,91,3800000,3室1厅,北,低层/30层,41758,精
929,番禺,越秀可逸江畔 越秀可逸江畔繁华地段，环境优美，精装两房,90.8,3300000,2室2厅,西北,中层/13层,36344,精
930,天河,信华经理人花园 电梯东北向109方带主套三房650万,109,6500000,3室2厅,东北,高层/29层,59633,普通
931,番禺,雅居乐城南源著 380.00 万元 雅居乐城南源著 精致装修 ,97,3800000,3室2厅,东南,高层/11层,39175,精
932,黄埔,金逸雅居 东南向三房 精装修 近地铁 冬暖夏凉,86,3500000,3室2厅,东南,中层/17层,40698,普通
933,番禺,花样年华三期 电梯精装三房 户型方正 小区环境好 配套成熟,116,2930000,3室2厅,东北,低层/18层,25259,精
934,天河,加拿大花园 正规二房 价格实惠 装修保养好 看房方便,73.6,3600000,2室1厅,西北,高层/25层,48913,普通
935,天河,珠光新城御景 一 梯一户 楼龄新 看房方便 很划算的豪宅,235,15800000,4室1厅,南,低层/24层,67234,精
936,天河,华景新城2期 南向两房可改三房看房方便,79,3800000,2室2厅,南,中层/9层,48101,精
937,番禺,东湖洲花园 豪宅五房 业主诚心放卖 幽居静谧,235,6800000,5室2厅,东南,高层/18层,28936,毛坯
938,番禺,北丽园 地铁物业，省一级名小学,102.79,2800000,4室1厅,南,高层/7层,27240,普通
939,黄埔,金碧世纪花园 刚需两房 总价低 小区配套成熟 交通方便 中高楼层,68.03,2550000,2室1厅,北,高层/32层,37483,精
940,番禺,工业路 普装两房,53,1000000,2室1厅,南,高层/8层,18868,普通
941,天河,盈彩美居 新推靓大三房 安静望花园 高层无遮挡 交通便捷 ,108,4450000,3室2厅,东,高层/18层,41204,精
942,番禺,万科欧泊 全新三房诚意出售 楼层佳,95,4200000,3室2厅,东南,中层/35层,44211,精
943,番禺,东裕园 番禺广场稀有户型 业主急售,95.8,2600000,3室2厅,南,低层/7层,27140,精
944,天河,华师教工宿舍 温馨两房，环境好,63,4080000,2室1厅,北,高层/5层,64762,普通
945,黄埔,黄埔花园 南向大两房 业主诚意出售  红本在手售随时看房,90.34,3580000,2室2厅,南,低层/16层,39628,精
946,天河,远洋明珠大厦 2房2厅 86平 精装装修 南,86,6200000,2室2厅,南,低层/25层,72093,精
947,番禺,金沙湾花园 金沙湾花园 配套成熟 交通便利 全新精装 ,184,3300000,5室2厅,南,高层/6层,17935,精
948,番禺,丽景华苑 精装南向三房 带省一级学校 采光通透 业主除名急售,95,2100000,3室2厅,西南,低层/6层,22105,普通
949,番禺,环城西路 入读省级学校 3房100万都不到 笋笋笋 ,75,950000,3室1厅,东南,高层/7层,12667,普通
950,番禺,奥园广场 大单间精装修不限购 商住两用 周边配套完善,40,680000,1室0厅,北,低层/25层,17000,精
951,番禺,奥园养生广场 精装修全新家私拎包入住随时看房,36,800000,1室0厅,东北,高层/29层,22222,精
952,番禺,"万科欧泊 精装修3房2厅,业主急出售，急出售",95,4300000,3室2厅,西,中层/35层,45263,精
953,番禺,奥园广场 番禺区 市桥桥南 复试豪华装修178万,110,1800000,2室1厅,南,中层/22层,16364,精
954,番禺,奥园养生广场 笋价出售笋不限购即买即收租,36.34,520000,1室0厅,东南,高层/29层,14309,毛坯
955,白云,万科爱地 温馨两房拎包入住送车位送家私,58.7,1950000,2室1厅,西南,高层/13层,33220,豪华
956,黄埔,黄埔花园 东南向三房 精装修 望江景 高层景观好,91,4700000,3室2厅,南,高层/24层,51648,普通
957,番禺,锦绣半岛 双证大四房，一线江景,168,5000000,4室2厅,西,中层/25层,29762,精
958,番禺,锦绣半岛 双证大三房 望花园新静好房 电梯中高层,110,3500000,3室2厅,西北,中层/20层,31818,精
959,番禺,丽景华苑  丽景华苑   普通装修 采光佳  视野开阔,95.7,1930000,3室2厅,西南,中层/6层,20167,普通
960,天河,中海康城 精装规正三房 业主自主房保养很好 4号地铁线口,110.44,4180000,3室2厅,北,低层/21层,37849,精
961,番禺,新世纪花园 桥南 新世纪花园 实用三房 采光佳 读新世纪小学 ,92,2600000,3室2厅,南,高层/6层,28261,精
962,天河,华景里 豪华装修 5室2厅1厨3卫 190m,189,14000000,5室2厅,南,低层/29层,74074,豪华
963,番禺,雅居乐锦官城星汇 店长推荐！桥南环境优雅豪华装修,97,2650000,3室2厅,东北,高层/18层,27320,精
964,番禺,奥园广场 奥园广场 精致装修 2室1厅1厨2卫 110.73,110.73,2000000,2室1厅,南北,高层/25层,18062,精
965,番禺,万科欧泊 保养很好三房 业主诚意出售 过2年 近地铁,95,4500000,3室2厅,东南,中层/32层,47368,精
966,天河,中兴花园 精装实用小三房 厅直出阳台全明户型,78,3000000,3室2厅,北,低层/12层,38462,精
967,番禺,北丽园 近地铁 精装三房带主套  送16平方平台花园,107.2,2880000,3室2厅,南,低层/7层,26866,精
968,天河,华工东二集 南向三方，户型方正保养好,86,5900000,3室2厅,南,低层/9层,68605,普通
969,黄埔,万科城市花园 3房2厅 106平 精装装修 西南,106,4200000,3室2厅,西南,中层/11层,39623,精
970,番禺,冠军城 奥林匹克花园 毛坯2房 户型方正 带番中省级学校,108,2880000,2室2厅,北,低层/11层,26667,毛坯
971,天河,美林湖畔花园 精装四房，环境好,155,8500000,4室2厅,北,高层/18层,54839,精
972,番禺,奥园养生广场 高层视野开阔保养新净,40,560000,1室0厅,南,高层/29层,14000,精
973,天河,汇峰苑 2房1厅 51平 精装装修 北,51,6000000,2室1厅,北,低层/43层,117647,精
974,天河,尚东君御 地铁站旁 实用一房 豪华装修 省级,50,5600000,1室1厅,南,高层/46层,112000,普通
975,黄埔,金碧世纪花园 南向大三房，楼层好 看房有钥匙,158,6200000,3室2厅,南,高层/25层,39241,普通
976,天河,华景新城公安宿舍 电梯三房  南向 格局方正 过五年物业,83,4600000,3室1厅,南,中层/9层,55422,普通
977,海珠,海富花园 4期，中高楼层，带主套,95,5300000,3室1厅,南,中层/24层,55789,普通
978,天河,中海康城 新装修大两房。单价低。近地铁。,82,3200000,2室2厅,南北,低层/7层,39024,精
979,番禺,丽景华苑 丽景华苑 可贷款 低首付 买房 送十年管理费,83,1680000,2室2厅,西北,高层/6层,20241,精
980,天河,合景睿峰 楼皇单位  豪装复式三室 商、住都可以,109,6000000,2室2厅,东北,低层/42层,55046,豪华
981,天河,中海康城 南向大三房 保养好  业主亲自过来委托 ,111,4800000,3室2厅,南,高层/7层,43243,精
982,番禺,海晴居 少有南向特大1比1.2花园,83,3600000,3室2厅,南,低层/6层,43373,精
983,番禺,海滨花园 精装三房 格局方正 楼层靓 采光好 看房方便,102,2900000,3室2厅,西南,高层/8层,28431,精
984,天河,尚东美御 望花园四房 户型方正 证件齐  可以马上交易,141,12700000,3室2厅,西,低层/32层,90071,普通
985,海珠,万华花园 东晓南 温馨实用两房无暗房送14方阳台露台看房方便,56.29,2350000,2室2厅,北,低层/8层,41748,普通
986,海珠,江景苑 产权清晰 地理位置好 靠近珠江 出行方便 看房方便,40,1380000,1室1厅,南,低层/9层,34500,精
987,番禺,雅居乐花园 雕刻时光 大两房 精装修,83.1,3300000,2室2厅,南,低层/9层,39711,精
988,番禺,东雅园 笋盘比市场价每平方低2000，送30方花园,107,2500000,3室2厅,南,高层/7层,23364,精
989,番禺,倚翠豪庭 精装复式五房 业主诚意出售 小区环境优美 配套完善,88,2580000,5室3厅,南,高层/6层,29318,普通
990,番禺,东圆新村 业主急售 93m² 精致装修三房 南北通透 满五年,93,1500000,3室1厅,东南,高层/7层,16129,精
991,海珠,金碧花园 双地铁 采光充足 房本满五年 随时看房,28,1300000,1室0厅,西,低层/32层,46429,普通
992,天河,半山雍景苑 精装三房出售，满五年，广州只有这一套物业,86,4500000,3室2厅,东北,低层/16层,52326,精
993,番禺,禺雅园 普装三房两厅，高楼层，价格低,87.6,1800000,3室2厅,南北,高层/7层,20548,普通
994,番禺,康乐园 地铁物业实用大四房家私电器送,129,3000000,4室2厅,南,高层/7层,23256,精
995,天河,翠华苑 华农翠华苑超大使用率，安全性优美一级，赠7方储物间,108.09,6450000,3室2厅,南北,中层/7层,59672,精
996,海珠,翠怡社区 地铁尚盖 加装电梯小户型少有房源,47.64,1500000,2室1厅,东南,高层/8层,31486,普通
997,天河,五山花园五期 三房带主套 楼龄新 中间楼层 通风采光好,109,7200000,3室2厅,东北,中层/16层,66055,普通
998,番禺,美心翠拥华庭  翠拥华庭精装3房 望园景 环境优雅 舒适住宅区,109.57,2480000,3室2厅,南,高层/6层,22634,豪华
999,天河,华景新城6期 电梯南向 正规四房户型 方正少出的户型,172,10830000,4室2厅,东南,中层/32层,62965,普通
1000,黄埔,金逸雅居 精装3房2卫带主套 业主因要回老家发展 现诚心出售,118.25,5000000,3室2厅,东北,高层/11层,42283,精
1001,番禺,奥园养生广场 豪华装修一房一厅 户型方正 配套成熟 ,55,850000,1室1厅,南,高层/29层,15455,精
1002,天河,邮通小区 天河公园 华景地铁和BRT 华景小学,60,3500000,2室1厅,南,高层/6层,58333,普通
1003,天河,华工南秀村 华工南秀村 大学环境 保养新净 光线充足 实用三房,96,5800000,2室2厅,南,低层/9层,60417,普通
1004,番禺,祈福水城 威尼斯风景线，原始的室内环境，高层自然美丽景观,319.98,5500000,5室3厅,东,高层/11层,17189,毛坯
1005,番禺,鑫润花园 火爆出售 你还在等什么如果要观望 我建议你看完这个,99.35,2150000,3室2厅,南,高层/5层,21641,精
1006,天河,珠江俊园 精装四房 适合一家三代 二胎必备 方便看房 ,121.01,7300000,4室2厅,西南,低层/28层,60325,普通
1007,番禺,新世纪花园 客厅朝南 拎包入住 视野好 靠近花园,127,2900000,3室2厅,南,高层/5层,22835,精
1008,白云,金碧新城花园 白云黄石 近地铁 户型方正 恒大物业 带游泳池,63,2250000,2室1厅,西南,中层/27层,35714,普通
1009,天河,羊城花园 南向三房，环境好,74,2900000,3室1厅,南北,低层/6层,39189,普通
1010,番禺,怡景苑 金沙御苑旁怡景苑 楼龄新电梯楼 3房2卫全新毛坯 ,99,2680000,3室2厅,东南,高层/12层,27071,毛坯
1011,番禺,锦绣银湾 北向望江景 2房空间大 装修保洁干净 看房方便,108,3650000,2室2厅,北,中层/28层,33796,普通
1012,天河,汇峰苑 业主诚意放卖 户型方正 珠江新城猎德地铁旁,42,3900000,1室0厅,西南,中层/43层,92857,精
1013,黄埔,金碧世纪花园 二期高层两房 视野开阔 税少诚意售,69,2550000,2室2厅,南,高层/17层,36957,精
1014,黄埔,金碧世纪花园 东南向厅直出阳台两房 装修非常好 业主惜售 请留意,70,3080000,2室2厅,南,中层/17层,44000,普通
1015,海珠,金碧花园 单边位 中高层采光好 两房加书房,82,3450000,2室2厅,南,高层/26层,42073,普通
